Price,Close,High,Low,Open,Volume
Ticker,AMT,AMT,AMT,AMT,AMT
Date,,,,,
2021-01-04,185.96995544433594,191.56768533881808,185.69049085366163,191.44912577810987,2786400
2021-01-05,186.90992736816406,188.5104875507526,185.53800941021663,186.41027161479016,2481600
2021-01-06,181.98118591308594,186.03762716769072,181.70172142083692,185.88519903847404,3230900
2021-01-07,184.19149780273438,185.893676647743,181.80335355968825,182.30300928250855,2933800
2021-01-08,188.1717529296875,189.54367100528856,184.70810850598326,184.81820412715442,2310400
2021-01-11,182.00662231445312,187.97697060074134,181.38841992377135,187.375696057132,2284700
2021-01-12,181.99818420410156,182.73494623889033,178.39903912156947,181.7525882444903,2468900
2021-01-13,183.310791015625,183.91205263998015,181.14282483245424,181.473098760176,2314800
2021-01-14,182.06593322753906,183.9713629651786,181.57475423341597,183.768112474569,3735000
2021-01-15,186.2154998779297,186.69821486773415,181.41381928186888,182.06590319156217,2404700
2021-01-19,183.6664581298828,187.59587640005498,182.8873507830923,187.0369473506118,2536400
2021-01-20,188.6629180908203,189.35734746280454,182.98897526659388,184.4032257804907,2399000
2021-01-21,188.1717529296875,188.98474189752596,184.91982290237624,187.11318094772255,1736700
2021-01-22,189.6283416748047,190.5429493824831,187.88381718353727,188.0870676481394,2113900
2021-01-25,192.66854858398438,193.70171578603666,188.1124639402992,189.69608335828846,2401800
2021-01-26,196.71652221679688,197.30933280208484,189.9586030115011,192.94800894099998,2838700
2021-01-27,193.981201171875,198.28323936119804,192.76172415165473,198.28323936119804,2763100
2021-01-28,193.3460235595703,197.28391848008064,191.90636846990793,192.83791683958202,2685600
2021-01-29,192.54150390625,193.74403989436965,190.61067001861917,192.12653911770823,2701200
2021-02-01,199.49423217773438,199.58737409978966,191.3474540488194,194.07433629682745,2172100
2021-02-02,199.98538208007812,201.53513276756337,198.65582260016012,199.92610877790023,2045200
2021-02-03,196.73348999023438,199.46037253760284,195.42933495202504,198.7998246332859,2503000
2021-02-04,196.6403045654297,199.21475854480764,195.86119723330785,196.58103126119136,1934100
2021-02-05,197.30938720703125,198.986161894625,196.1576601771028,197.01298183265817,1609300
2021-02-08,197.1399688720703,197.6311478153994,193.76101542350983,197.33475541785293,1775200
2021-02-09,196.18301391601562,198.79133659809796,195.6748942410829,195.8357992355456,1263200
2021-02-10,196.18301391601562,198.30862161470986,195.17525141134516,196.82662097184627,1539000
2021-02-11,192.9310760498047,196.13219626976337,192.3128607895443,195.4462308608983,1412200
2021-02-12,192.39755249023438,193.5408023322982,189.314991787261,192.93107683640926,1632200
2021-02-16,190.52597045898438,192.73626874607294,189.0270421945356,192.73626874607294,1444400
2021-02-17,191.65235900878906,192.0080376828472,188.89160763089626,189.2811549263788,1234800
2021-02-18,193.30369567871094,193.52388690721097,190.74619523491594,191.02565977122873,1131600
2021-02-19,191.70310974121094,194.62477817341923,191.58455021947051,193.6000750110765,2034300
2021-02-22,190.60220336914062,192.44834631938252,188.16324989460153,191.9741082375596,1774400
2021-02-23,188.99319458007812,193.15126817919804,187.70596750840747,191.669267492597,1731600
2021-02-24,190.35665893554688,191.77090964110474,188.34113362100453,188.99321762077213,1696400
2021-02-25,190.3312530517578,192.99038550298602,187.50275165830283,189.35737194243748,2912200
2021-02-26,183.03131103515625,190.93249286330763,182.93815619560388,190.25500429583755,3211200
2021-03-01,181.03271484375,185.82591803483595,180.82100048810423,185.08915621223468,2733600
2021-03-02,176.8323211669922,181.96427580078188,176.78997570551454,181.67634733796675,2978700
2021-03-03,171.8358612060547,177.0186250548493,171.8358612060547,176.8323153680738,3269600
2021-03-04,170.37925720214844,174.80831817145796,169.80338740057917,172.47099619596034,3212000
2021-03-05,169.3715057373047,172.81822208162862,167.6947314486711,171.76811409413,3455700
2021-03-08,168.23667907714844,173.36863239276136,167.25432148008252,169.61704772821483,3155400
2021-03-09,171.65802001953125,173.31786647632887,169.1851975642364,169.35456648708828,2988300
2021-03-10,173.11460876464844,174.18164456374006,170.51476295661647,171.65801282949607,3080500
2021-03-11,181.14280700683594,182.59093896096934,174.1647097494515,174.7998528496466,3737300
2021-03-12,182.2437286376953,184.1915034424098,179.77090632603037,181.14281132007235,2251900
2021-03-15,185.0299072265625,185.28395414910628,181.70175039901392,182.66716747074167,1849100
2021-03-16,188.71377563476562,189.53522867612926,185.0384161453384,186.0800475471204,1929700
2021-03-17,188.99319458007812,189.25571834846704,186.70668181944058,187.38417043200516,2265500
2021-03-18,188.4342803955078,189.5097931683646,185.5380289469044,186.98616113221686,2485200
2021-03-19,187.88380432128906,190.58528179734043,187.46037557387086,188.7221978931043,4789700
2021-03-22,191.245849609375,192.8210052313758,187.43499048408475,187.88382396952392,1917700
2021-03-23,194.6501922607422,195.9458831401878,191.0341072900314,191.88942867231304,1771200
2021-03-24,192.2366485595703,194.1505418184125,189.61986203949348,192.41449431661366,2440800
2021-03-25,192.42295837402344,193.481530228065,191.42365982435794,192.36367214762765,1859600
2021-03-26,202.24652099609375,202.45823537804827,193.98118325449582,195.51399331232338,2705200
2021-03-29,204.79551696777344,205.6339104062977,200.26482492189706,201.17096849987948,2211800
2021-03-30,200.83229064941406,203.81323325674396,199.5450762988587,203.42368596608358,1657000
2021-03-31,202.4497833251953,203.9995343415314,199.60434116638547,200.1971389240496,2143200
2021-04-01,203.296630859375,203.66925026626288,200.71371262710338,203.296630859375,1726900
2021-04-05,207.26840209960938,207.4293071146259,203.52529297699243,203.9063763208611,1716700
2021-04-06,206.27757263183594,206.74334688917992,204.24510666943166,206.70946534936147,1771800
2021-04-07,207.23448181152344,208.21682658318838,204.05028969020708,206.31139741689714,2143200
2021-04-08,204.18582153320312,208.44551391618944,203.88941622605262,207.70875199307088,1791700
2021-04-09,203.57608032226562,204.47374723302556,202.73768671892287,204.00797300894627,1888200
2021-04-12,205.5765380859375,205.59356669496213,203.27816945048315,204.89553660420435,1463200
2021-04-13,206.8618927001953,207.20239989260605,204.9976694014593,205.57651214502562,2242200
2021-04-14,205.72976684570312,208.04516420549194,205.03174970920608,206.97259558593737,1637200
2021-04-15,210.39463806152344,210.4797551406382,206.02772794426707,206.02772794426707,2096400
2021-04-16,211.63739013671875,212.82914578633947,209.15174616673838,211.44160662583894,1753000
2021-04-19,211.5693359375,212.14819177976133,209.7221279066347,211.6544659989873,1209600
2021-04-20,215.0849151611328,216.08939495032732,210.8882671059632,210.8882671059632,1837300
2021-04-21,214.66783142089844,217.09389473895317,213.72295809530027,216.27670348734915,1096400
2021-04-22,214.123046875,216.23415255540763,212.88873911955733,213.4335376524641,1222800
2021-04-23,216.2511444091797,217.30669713338548,213.8676592077798,214.23368979620187,1511400
2021-04-26,215.35733032226562,217.03429065433573,214.7188940432243,216.30221653480757,1494400
2021-04-27,214.93173217773438,216.68530195839028,214.19965796950686,215.94470695243746,1324400
2021-04-28,214.47207641601562,216.77896577527147,214.01240789952263,215.00836717610952,1389200
2021-04-29,213.16116333007812,215.36589406899208,208.87086314670873,215.36589406899208,1901900
2021-04-30,216.87258911132812,217.06837263403278,212.4716358209207,212.79510142603675,1816400
2021-05-03,214.8721466064453,216.42142512411883,214.64230587259917,216.17455578320445,1717300
2021-05-04,211.8587188720703,215.32329331712236,210.78613750966917,215.32329331712236,1826700
2021-05-05,211.620361328125,212.51416177334963,207.73014983383945,208.30048471364776,2663500
2021-05-06,207.7216796875,210.11368609094689,206.30009613428834,207.93449182999913,5244100
2021-05-07,210.67550659179688,211.9864236329012,208.56440085297407,209.10919940095565,5548400
2021-05-10,211.63739013671875,213.33137926551936,210.57332955081856,211.96086871131908,2134200
2021-05-11,210.5308074951172,211.10965030153568,207.7046559418335,210.65848958799694,1779200
2021-05-12,205.96807861328125,210.2839014572442,205.51690498940332,209.483725844019,1621400
2021-05-13,207.7046661376953,208.82832056628618,205.04025376394972,206.85341750598346,1474200
2021-05-14,210.05410766601562,210.95644212632752,208.23243611387932,208.7006254590828,1714500
2021-05-17,209.31349182128906,210.68400241717984,208.42819910205893,208.55588118064267,1443400
2021-05-18,209.70506286621094,211.22879189116924,205.52542981922284,209.28794644565937,2023000
2021-05-19,209.441162109375,210.5988605164394,206.79377892059645,208.4877680055645,2177300
2021-05-20,213.5101776123047,214.28480395767,208.7346725020884,209.934923142521,1419100
2021-05-21,212.76956176757812,214.07197094441574,211.88426903529805,213.4931281942752,1586400
2021-05-24,215.17860412597656,216.17456335550173,213.01643855734466,213.40800561048007,1170100
2021-05-25,215.68084716796875,216.83854574886786,212.33544650486192,215.66383154857465,1325000
2021-05-26,216.60873413085938,218.40486927651912,215.15309324477488,216.3703725623286,1519900
2021-05-27,216.3107452392578,218.038791551366,215.28072889439755,216.2681802187392,3149500
2021-05-28,217.4599609375,219.22203868688902,217.4599609375,218.35377451543224,1494600
2021-06-01,220.1073455810547,220.2009704528476,217.02581697269994,218.46444210105273,1722300
2021-06-02,223.81874084472656,223.87833446885855,219.84342527087176,220.47334078872382,1912700
2021-06-03,224.17628479003906,224.3975917222544,221.97155441908208,223.7336189695262,1544000
2021-06-04,225.8192596435547,226.1427383139879,223.92096564383039,225.2318959478837,1789900
2021-06-07,228.67088317871094,229.08798662064532,225.6829927030304,226.5087047671737,1810700
2021-06-08,226.44911193847656,229.1645966756062,225.02754152055627,229.1645966756062,1424300
2021-06-09,227.2918701171875,228.59427928202987,226.8577250695592,227.24929210539582,1239000
2021-06-10,230.53512573242188,230.59471936234021,226.15969595915024,226.7300438862893,1312100
2021-06-11,228.43247985839844,229.65827945299836,227.13856585407865,229.5646286341425,1335800
2021-06-14,230.63729858398438,230.68837142192268,227.5898140374209,228.5006562773971,1152700
2021-06-15,230.23719787597656,230.94372274679648,228.66238285248224,230.5691713040829,1166100
